,id,sentence_text,cluster
428,sc.12_37_20_26_2,الثاني: يوم الجزاء، قاله قتادة.,8
429,sc.12_37_20_26_3,{هذا يوم الفصل} الآية.,7
430,sc.12_37_20_26_4,فيه وجهان: أحدهما: يوم القضاء بين الخلائق، قاله يحيى.,7
431,sc.12_37_20_26_5,الثاني: يفصل فيه بين الحق والباطل، قاله ابن عيسى.,8
432,sc.12_37_20_26_6,قوله عز وجل: {احشروا الذين ظلموا} الآية.,57
433,sc.12_37_20_26_7,فيه ثلاثة أوجه: أحدها: المكذبون بالرسل.,9
434,sc.12_37_20_26_8,الثاني: هم الشُرَط، حكاه الثوري.,8
435,sc.12_37_20_26_9,الثالث: هم كل من تعدى على الخالق والمخلوق.,9
436,sc.12_37_20_26_10,وفي {وأزواجهم} أربعة أوجه: أحدها: أشباههم فيحشر صاحب الزنى مع صاحب الزنى، وصاحب الخمر مع صاحب الخمر، قاله عمر بن الخطاب رضي الله عنه.,58
437,sc.12_37_20_26_11,الثاني: قرناؤهم، قاله ابن عباس.,8
438,sc.12_37_20_26_12,الثالث: أشياعهم، قاله قتادة، ومنه قول الشاعر: فكبا الثور في وسيل وروض مونق النبت شامل الأزواج الرابع: نساؤهم الموافقات على الكفر، رواه النعمان بن بشير عن عمر بن الخطاب رضي الله عنه.,52
439,sc.12_37_20_26_13,{وما كانوا يعبدون من دون الله} وفيهم ثلاثة أقاويل: أحدها: إبليس، قاله ابن زياد.,43
440,sc.12_37_20_26_14,الثاني: الشياطين، وهو مأثور.,-1
441,sc.12_37_20_26_15,الثالث: الأصنام، قاله قتادة وعكرمة.,9
442,sc.12_37_20_26_16,{فاهدُوهم إلى صراط الجحيم} أي طريق النار.,31
443,sc.12_37_20_26_17,وفي قوله تعالى: {فاهدوهم} ثلاثة أوجه: أحدها: فدلوهم، قاله ابن.,31
444,sc.12_37_20_26_18,الثاني: فوجهوهم، رواه معاوية بن صالح.,8
445,sc.12_37_20_26_19,الثالث: فادعوهم، قاله السدي.,9
446,sc.12_37_20_26_20,قوله عز وجل: {وقفُوهم إنَّهم مسئولون} أي احبسوهم عن دخول النار.,26
447,sc.12_37_20_26_21,{إنهم مسئولون} فيه ستة أوجه: أحدها: عن لا إله إلا الله، قاله يحيى بن سلام.,-1
448,sc.12_37_20_26_22,الثاني: عما دعوا إليه من بدعة، رواه أنس مرفوعاً.,8
449,sc.12_37_20_26_23,الثالث: عن ولاية علي بن أبي طالب رضي الله عنه، حكاه أبو هارون العبدي عن أبي سعيد الخدري.,42
450,sc.12_37_20_26_24,الرابع: عن جلسائهم، قاله عثمان بن زيادة.,9
451,sc.12_37_20_26_25,الخامس: محاسبون، قاله ابن عباس.,-1
452,sc.12_37_20_26_26,السادس: مسئولون.,26
453,sc.12_37_20_26_27,{ما لكم لا تناصرون} على طريق التوبيخ والتقريع لهم، وفيهم ثلاثة أوجه: أحدها: لا ينصر بعضكم بعضاً، قاله يحيى بن سلام.,71
454,sc.12_37_20_26_28,الثاني: لا يمنع بعضكم بعضاً من دخول النار، قاله السدي.,8
455,sc.12_37_20_26_29,الثالث: لا يتبع بعضكم بعضاً في النار يعني العابد والمعبود، قاله قتادة.,8
456,sc.12_37_20_26_30,فإن قيل: فهلا كانوا مسئولين قبل قوله {فاهْدوهم …} الآية؟,26
457,sc.12_37_20_26_31,قيل: لأن هذا توبيخ وتقريع فكان نوعاً من العذاب فلذلك صار بعد الأمر بالعذاب.,72
458,sc.12_37_20_26_32,قال مجاهد: ولا تزول من بين يدي الله تعالى قدم عبد حتى يُسأل عن خصال أربع: عمره فيهم أفناه، وجسده فيم أبلاه، وماله مم اكتسبه وفيم أنفقه، وعلمه ما عمل فيه.,70
459,sc.60_37_18_29_0,{قل نعم} تبعثون {وأنتم داخرون} صاغرون أذلاَّء.,1
460,sc.60_37_18_29_1,{فإنما هي} يعني: القيامة {زجرة} صيحةٌ {واحدة فإذا هم} أحياءٌ {ينظرون} سوء أعمالهم.,44
461,sc.60_37_18_29_2,وقيل: ما كذَّبوا به.,72
462,sc.60_37_18_29_3,{وقالوا يا ويلنا هذا يوم الدين} يوم نُجازى فيه بما عملنا.,6
463,sc.60_37_18_29_4,{هذا يوم الفصل} بين الحقِّ والباطل.,7
464,sc.60_37_18_29_5,{الذي كنتم به تكذبون}.,69
465,sc.60_37_18_29_6,{احشروا الذين ظلموا} كفروا {أزواجهم} قرناءهم من الشَّياطين وأوثانهم.,-1
466,sc.60_37_18_29_7,{فاهدوهم} دلُّوهم إلى النار.,31
467,sc.60_37_18_29_8,{وقفوهم} احبسوهم {إنهم مسؤولون} عن أقوالهم وأفعالهم.,26
468,sc.60_37_18_29_9,{مالكم لا تناصرون} لا ينصر بعضكم بعضاً.,71
469,sc.60_37_18_29_10,{بل هم اليوم مستسلمون} مُنقادون.,3
470,sc.60_37_18_29_11,{وأقبل بعضهم على بعض} يعني: الأتباع والرُّؤساء {يتساءلون} يتخاصمون.,55
471,sc.60_37_18_29_12,{قالوا} يعني: الأتباع للرُّؤساء {إنكم كنتم تأتوننا عن اليمين} تقهروننا بالقوَّة من قبل الدِّين، فتضلُّونا عنه.,-1
472,sc.60_37_18_29_13,{قالوا بل لم تكونوا مؤمنين} أَيْ: إنَّما الكفر من قِبَلِكم.,67
473,sc.92_37_13_44_0,قوله (تعالى ذكره): {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ * وَإِذَا رَأَوْاْ آيَةً يَسْتَسْخِرُونَ} إلى قوله {عَلَىٰ سُرُرٍ مُّتَقَابِلِينَ}.,17
474,sc.92_37_13_44_1,أي: وإذا ذُكِّرَ هؤلاء / الكفار بالله وأياته وخُوِّفوا عذابه، لا يذكرون ولا يخافون، وإذا رأوا آية من آيات القرآن يهزؤون.,17
475,sc.92_37_13_44_2,ثم قال: {وَقَالُوۤاْ إِن هَـٰذَآ إِلاَّ سِحْرٌ مُّبِينٌ} أي: وقال المشركون ما هذا الذي جئتنا به إلا سحر مبين لمن تأمله ورآه أنه سحر.,15
476,sc.92_37_13_44_3,ثم قال: {أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ} أي: قالوا: أَنُبْعَث إذا كنا تراباً، وعظاماً في التراب.,47
477,sc.92_37_13_44_4,{أَوَ آبَآؤُنَا ٱلأَوَّلُونَ} أي: أَوَ يبعث آباؤنا الماضون، أَنْكَروا البعث فقال (الله) جل ذكره لنبيه.,34
478,sc.92_37_13_44_5,{قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ} أي: قل يا محمد لهم: نعم تبعثون من قبوركم وأنتم صاغرون.,1
479,sc.92_37_13_44_6,ثم قال (تعالى): {فَإِنَّمَا هِيَ زَجْرَةٌ وَاحِدَةٌ} أي: صيحة واحدة، وذلك هو النفخ في الصور.,44
480,sc.92_37_13_44_7,{فَإِذَا هُمْ يَنظُرُونَ} أي: شاخصة أبصارهم / ينظرون إلى ما كانوا يوعدونه من قيام الساعة.,18
481,sc.92_37_13_44_8,"وقيل: \"" ينظرون \"" معناه: ينظر بعضهم بعضاً.",18
482,sc.92_37_13_44_9,وقيل: معناه ينتظرون ما يفعل بهم.,18
483,sc.92_37_13_44_10,ثم قال: {وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدِّينِ} أي: وقال هؤلاء المكذبون بالبعث لما عاينوا ما كانوا يوعدون: يا ويلنا هذا يوم الجزاء والحساب - وقد تقدم ذكر معنى الويل - ، فقالت لهم الملائكة: {هَـٰذَا يَوْمُ ٱلْفَصْلِ ٱلَّذِي كُنتُمْ بِهِ تُكَذِّبُونَ} أي: يوم القضاء بين الخلق.,6
484,sc.92_37_13_44_11,"والوقف على: \"" الدين \"" حسن لأن ما بعده من قول الملائكة لهم.",-1
485,sc.92_37_13_44_12,"وأجاز أبو حاتم أن نقف على \"" يا ويلنا \""، على أن يكون \"" هذا يوم الدين \"" وما بعده قول الملائكة لهم.",6
486,sc.92_37_13_44_13,ثم قال: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} أي: فيقال: اجمعوا الذين ظلموا في الدنيا وأشياعهم على الكفر بالله.,57
487,sc.92_37_13_44_14,{وَمَا كَانُواْ يَعْبُدُونَ} من دون الله من الأصنام والأوثان.,43
488,sc.92_37_13_44_15,"قال ابن عباس: \"" وأزواجهم \"" نظراؤهم وأتباعهم في الظلم.",52
489,sc.92_37_13_44_16,"وقال قتادة وأبو العالية: (\"" وأزواجهم \"") أشياعهم، الكفار مع الكفار.",-1
490,sc.92_37_13_44_17,"وقال ابن زيد: \"" وأزواجهم \"" في الأعمال.",52
491,sc.92_37_13_44_18,"وقال مجاهد: \"" وأزواجهم \"" أمثالهم.",52
492,sc.92_37_13_44_19,وقال عمر بن الخطاب رضي الله عنه: الزاني مع الزاني، وشرب الخمر مع شارب الخمر، وصاحب السرقة مع صاحب السرقة.,58
493,sc.92_37_13_44_20,وقال أهل اللغة: أزواجهم قرناؤهم، (و) منه زوجت الرجل، (أي) قرنته بامرأة.,52
494,sc.92_37_13_44_21,ثم قال (تعالى): {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} أي: فأرشدوهم ودلوهم إلى طريق جهنم.,31
495,sc.92_37_13_44_22,والجحيم: الباب الرابع من أبواب النار.,27
496,sc.92_37_13_44_23,ثم قال (تعالى): {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} أي: واحبسوهم أيها الملائكة إنهم مسؤولون.,26
497,sc.92_37_13_44_24,روي عن ابن مسعود أنه قال: يقال لهم: هل يعجبكم ورود الماء؟,21
498,sc.92_37_13_44_25,فيقولون: نعم، فيريهم جهنم وهي كهيئة السراب.,27
499,sc.92_37_13_44_26,وقيل: المعنى أنهم مسؤولون عما كانوا يعبدون من دون الله.,26
500,sc.92_37_13_44_27,ثم قال: {مَا لَكُمْ لاَ تَنَاصَرُونَ} أي: لا ينصر بعضكم بعضاً كما كنتم تعملون في الدنيا.,71
501,sc.92_37_13_44_28,{بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} أي: مستسلمون لأمر الله وقضائه، فهم موقنون بعذابه.,3
502,sc.92_37_13_44_29,ثم قال: {وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَآءَلُونَ}.,55
503,sc.92_37_13_44_30,قال قتادة: أقبل الإنس على قرنائهم من الجن يتساءلون، قال الإنس للجن: {إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} أي: من قبل الدين (والحق) فتخدعوننا بأقوى الوجوه.,48
504,sc.92_37_13_44_31,واليمين: القوة والقدرة في كلام العرب.,49
505,sc.92_37_13_44_32,وقيل: معنى {(عَنِ) ٱلْيَمِينِ} من جهة أيماننا لأن إبليس اللعين قال: {ثُمَّ لآتِيَنَّهُمْ مِّن بَيْنِ أَيْدِيهِمْ وَمِنْ خَلْفِهِمْ وَعَنْ أَيْمَانِهِمْ وَعَن شَمَآئِلِهِمْ} [الأعراف: 17].,48
506,sc.92_37_13_44_33,فمن أتاه الشيطان (من) عن يمينه أتاه من قبل الذين فيلبس عليه الحق، ومن أتاه (من) عن شماله أتاه من جهة الشهوات، ومن أتاه من بين يديه أتاه من جهة التكذيب بالجزاء والبعث، ومن أتاه من خلفه أتاه من جهة الفقر على نفسه وعلى من يخلفه بعده.,49
507,sc.92_37_13_44_34,وعن اليمين: من قبل الدين أيضاً.,49
508,sc.92_37_13_44_35,(وهو أيضاً) قول مجاهد والسدي وابن زيد.,-1
509,sc.92_37_13_44_36,"وقال قتادة أيضاً: \"" عن اليمين \"": من قبل الخير فتنهوننا عنه.",49
510,sc.92_37_13_44_37,"وقال السدي: \"" عن اليمين \"": من قبل الدين، به يزينون لنا بالباطل ويصدوننا عن الحق.",49
511,sc.92_37_13_44_38,وليس هذا بمناف لقوله: {فَلاَ أَنسَابَ بَيْنَهُمْ يَوْمَئِذٍ وَلاَ يَتَسَآءَلُونَ} [المؤمنون: 101]، لأن معنى هذا: لا يتساءلون بالأنساب والأرحام كما كانوا في الدنيا فيقول بعضهم لبعض: أسألك بالله والرحم.,70
512,sc.92_37_13_44_39,وقيل: معنى قوله: {وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ} عنى به المشركين، يقول بعضهم لبعض: كنتم تأتوننا عن اليمين، أي: من الجهة التي نحبها ونتفاءل بها.,48
513,sc.92_37_13_44_40,والعرب تتفاءل / بما جاء عن اليمين وتسميه السانح.,49
514,sc.92_37_13_44_41,وقيل: معناه: تأتوننا إتيان من إذا حلف لنا صدقناه.,48
515,sc.92_37_13_44_42,فأجابوهم فَقَالُوا (لهم) {بَلْ لَّمْ تَكُونُواْ مُؤْمِنِينَ} أي: مقرين بتوحيد الله.,68
516,sc.92_37_13_44_43,{وَمَا كَانَ لَنَا عَلَيْكُمْ مِّن سُلْطَانٍ} أي: من قدرة ولا حجة فنصدكم بها عن الحق والأيمان، {بَلْ كُنتُمْ قَوْماً طَاغِينَ} (أي طاغين) على الله، متعدين إلى ما ليس لكم بحق (من) معصية الله.,66
517,sc.92_37_13_44_44,قال قتادة: هو من قول الجن للإنس.,14
518,sc.92_37_13_44_45,ثم قال (تعالى): {فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ إِنَّا لَذَآئِقُونَ} أي: فوجب علينا / عذاب ربنا إنا لذائقون نحن وأنتم العذاب، هذا خبر من الله جل ذكره عن قول الجن للإنس.,65
519,sc.92_37_13_44_46,ثم قال: {فَأَغْوَيْنَاكُمْ إِنَّا كُنَّا غَاوِينَ} أي قالت الجن للإنس: فأضللناكم عن الحق بالوسوسة والاستدعاء والتزيين، أي كنا ضالين.,54
520,sc.92_37_13_44_47,قال الله جل (ثناؤه) وذكره: {فَإِنَّهُمْ يَوْمَئِذٍ فِي ٱلْعَذَابِ مُشْتَرِكُونَ} أي: كما اشتركوا في الدنيا في الكفر بالله والضلال، كذلك يشتركون في الآخرة والعذاب.,2
521,sc.92_37_13_44_48,قال ابن زيد: اشترك المشركون والشياطين في عذاب جهنم.,2
522,sc.92_37_13_44_49,ثم قال (تعالى): {إِنَّا كَذَلِكَ نَفْعَلُ بِٱلْمُجْرِمِينَ} أي: يقول الله جل ذكره: إنا هكذا نفعل بالذين اكتسبوا الكفر والمعاصي في الدنيا، ثم بَيَّنَ أَنّ مِنْ كُفرهم أنهم كانوا إذا قيل لهم: لا إله إلا الله، يستكبرون، أي: إذا قيل لهم في الدنيا: قولوا لا إله إلا الله، يستكبرون عن قولها، أي: يتعظمون، وحذفت قولوا لدلالة الكلام عليها.,64
523,sc.92_37_13_44_50,قال السدي: يعني بذلك المشركين خاصة.,-1
524,sc.92_37_13_44_51,قال عمر بن الخطاب: احضروا موتاكم ولقنوهم: لا إله إلا الله، فإنهم يرون ويسمعون.,63
525,sc.92_37_13_44_52,ثم قال (تعالى): {وَيَقُولُونَ أَئِنَّا لَتَارِكُوۤاْ آلِهَتِنَا لِشَاعِرٍ مَّجْنُونٍ} أي: وكانوا في الدنيا - يعني المشركين - (يقولون): أنترك عبادة الأصنام والأوثان، لما يأمر به شاعر مجنون من أن نقول: لا إله إلا الله، يعنون بذلك محمداً صلى الله عليه وسلم.,63
526,sc.92_37_13_44_53,قال الله جلَّ ذكره: {بَلْ جَآءَ بِٱلْحَقِّ وَصَدَّقَ ٱلْمُرْسَلِينَ} أي: بل جاء محمد صلى الله عليه وسلم بالحق ولم يأت بشعر، وصَدَّقَ بما جاء به المرسلون، أي: كتبهم، لأن في كتب المرسلين قبله أنه سيبعث بكتاب من عند الله، وفي ما جاء به محمد ذكر المرسلين وتصديقهم بما أتوا به من الكتب.,63
527,sc.92_37_13_44_54,ثم قال (تعالى): {إِنَّكُمْ لَذَآئِقُو ٱلْعَذَابِ ٱلأَلِيمِ} أي: إنكم أيها القائلون لمحمد صلى الله عليه وسلم: (شاعر مجنون، والمتعظمون عن قول: لا إله إلا الله)، لذائقوا العذاب الموجع في الآخرة.,64
528,sc.92_37_13_44_55,{وَمَا تُجْزَوْنَ إِلاَّ مَا كُنْتُمْ تَعْمَلُونَ} أي: ثواب عملكم في الدنيا.,60
529,sc.92_37_13_44_56,ثم قال: {إِلاَّ عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ} أي: إلا عباد الله الذين أخلصهم يوم خلقهم لرحمته، فإنهم لا يذوقون العذاب الأليم.,24
530,sc.92_37_13_44_57,ومن قرأ بكسر اللام فمعناه: إلا عباد الله الذين أخلصوا له العمل والتوحيد.,24
531,sc.92_37_13_44_58,ثم قال: {أُوْلَئِكَ لَهُمْ رِزْقٌ مَّعْلُومٌ}.,23
532,sc.92_37_13_44_59,قال قتادة: هو الجنة.,14
533,sc.92_37_13_44_60,وقيل: هو الفواكه التي خلقها (الله) لهم في الجنة.,23
534,sc.92_37_13_44_61,ثم قال: {فَوَاكِهُ وَهُم مُّكْرَمُونَ * فِي جَنَّاتِ ٱلنَّعِيمِ} أي: الرزق المعلوم كونهم ذوي فواكه، وإكرام الله لهم بكرامته في جنات (النعيم).,23
535,sc.92_37_13_44_62,قال مالك بن دينار: بلغني أن جنات النعيم بين جنان الفردوس وبين جنان عدن، وأن فيها جواري خلقن من وَرْدِ الجنة، وأن سكانها (الذين) إذا هموا بالمعاصي ذكروا عظمة الله فراقبوه، والذين تنثني أصلابهم من خشية الله، والذين يجوعون ويعطشون من مخافة الله، وأنه يصرف العذاب عن الناس بهم.,32
536,sc.92_37_13_44_63,ثم قال: {عَلَىٰ سُرُرٍ مُّتَقَابِلِينَ} أي: بعضهم يقابل بعضاً، لا ينظر بعضهم إلى قفا بعض، والسرر جمع سرير.,56
537,sc.91_37_22_26_0,قَوْلُهُ تَعَالَى: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ}؛ أي فيقالُ لِخَزَنَةِ جهنَّم: اجْمَعُوا الذين ظلَمُوا وقُرنَاءَهم من الشَّياطين الذين قبَضُوا لضَلالَتِهم، ويقالُ: أرادَ بالأزواجِ نُظَراءَهُمْ وأشكالَهم من الأتباعِ، والزَّوجُ في اللغة: النظيرُ، ومن ذلك: زوجَانِ من الْخُفِّ.,-1
538,sc.91_37_22_26_1,ويقالُ: أرادَ بالأزواجِ نِساءَهُم، سواءاً أكانت امرأةُ الكافرِ كافرةً أو منافقةً، والمعنى: اجمعوا الذين ظلَمُوا من حيث هم إلى الوقفِ للجزاء والحساب، والمرادُ بالذين ظلَمُوا المشركينَ.,-1
539,sc.91_37_22_26_2,قَوْلُهُ تَعَالَى: {وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ}؛ يعني اجْمَعُوا المشركين وأتباعَهم وأوثانَهم وطواغيتَهم وأصنامهم التي كانوا يعبُدونَها من دون اللهِ، قال مقاتلُ: (يَعْنِي إبْلِيسَ وَجُنُودَهُ) فَهُمُ الَّذِينَ كَانُوا يَعْبُدُونَهُمْ مِنْ دُونِ اللهِ، قَالَ اللهُ تَعَالَى: {أَن لاَّ تَعْبُدُواْ ٱلشَّيطَانَ} [يس: 60].,43
540,sc.91_37_22_26_3,قَوْلُهُ تَعَالَى: {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ}؛ أي سُوقُوهم واذهَبُوا بهم إلى فريقِ الجحيم.,31
541,sc.91_37_22_26_4,فلما انطُلِقَ بهم إلى جهنَّم أرسلَ مَلَكٌ يقولُ لِخَزَنَةِ جهنَّم: {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ}؛ أي اسألُهم في موضعِ الحساب، يُسأَلُوا ويعرفوا أعمالَهم، وهذا سؤالُ توبيخٍ لا سؤالُ استفهامٍ، قال ابنُ عبَّاس رَضِيَ اللهُ عَنْهُمَا: (إنَّهُمْ مَسْؤُولُونَ عَنْ أعْمَالِهِمْ فِي الدُّنْيَا وَأقَاويلِهِمْ)، وقال مقاتلُ: (تَسْأَلُهُمْ خَزَنَةُ جَهَنَّمَ: ألَمْ يَأْتِكُمْ نَذِيرٌ، ألَمْ يَأْتِكُمْ رُسُلٌ مِنْكُمْ).,71
542,sc.91_37_22_26_5,ويجوزُ أن يكون هذا السؤالُ ما ذُكِرَ بعدُ، وهو قولهُ: {مَا لَكُمْ لاَ تَنَاصَرُونَ}؛ أي يقالُ لَهم على سبيلِ التوبيخِ: ما لكم لا ينصرُ بعضُكم بعضاً كما كنتم في الدُّنيا.,71
543,sc.91_37_22_26_6,وذلك أنَّ أبا جهلٍ لَعَنَهُ اللهُ قالَ يومَ بدرٍٍ: نحنُ جميعٌ منتصر، فقيلَ لهم ذلكَ اليومِ: ما لَكم غير متناصِرين، وأنتم زعَمتُم في الدُّنيا أنكم تَنَاصَرون، فاللهُ تعالى قال: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ}؛ أي مُنقَادُون خاضِعون لِمَا يرادُ بهم، والمعنى: هم اليومَ أذِلاَّءُ منقادون، لا حيلةَ لهم، فالعابدُ منهم والمعبودُ لا يحمِلُ عن أحدِهم أحداً ولا يمنعُ أحدٌ عن أحدٍ.,4
544,sc.19_37_22_39_0,{احشروا}: خطاب من الله للملائكة، أو خطاب الملائكة بعضهم لبعض، أي اجمعوا الظالمين ونساءهم الكافرات، قاله ابن عباس، ورجحه الرماني.,57
545,sc.19_37_22_39_1,وأنواعهم وضرباؤهم، قاله عمرو ابن عباس أيضاً، أو أشباههم من العصاة، وأهل الزنا مع أهل الزنا، وأهل السرقة، أو قرناؤهم الشياطين.,58
546,sc.19_37_22_39_2,وقرأ عيسى بن سليمان الحجازي: {وأزواجهم}، مرفوعاً عطفاً على ضمير ظلموا، أي وظلم أزواجهم.,52
547,sc.19_37_22_39_3,{فاهدوهم}: أي عرفوهم وقودوهم إلى طريق النار حتى يصطلوها، والجحيم طبقة من طبقات جهنم.,31
548,sc.19_37_22_39_4,{وقفوهم}، كما قال: {ولو ترى إذ وقفوا على النار} [الأَنعام: 27]، وهو توبيخ لهم، {إنهم مسؤولون}.,26
549,sc.19_37_22_39_5,وقرأ عيسى: أنهم، بفتح الهمزة.,51
550,sc.19_37_22_39_6,قال عبد الله: يسألون عن شرب الماء البارد على طريق الهزء بهم، وعنه أيضاً: يسألون عن لا إله إلا الله.,-1
551,sc.19_37_22_39_7,وقال الجمهور: وعن أعمالهم، ويوقفون على قبحها.,26
552,sc.19_37_22_39_8,"وفي الحديث: \"" لا تزول قدما عبد حتى يسأل عن خمس شبابه فيما أبلاه، وعن عمره فيما أفناه، وعن ماله كيف اكتسبه وفيما أنفقه، وعن ما عمل فيما علم \"" وقال ابن عطية: ويحتمل أن يكون المعنى على نحو ما فسره بقوله: {ما لكم لا تناصرون}، أي إنهم مسئولون عن امتناعهم عن التناصر، وهذا على سبيل التوبيخ في الامتناع.",70
553,sc.19_37_22_39_9,وقال الزمخشري: هذا تهكم بهم وتوبيخ لهم بالعجز عن التناصر بعدما كانوا على خلاف ذلك في الدنيا متعاضدين متناصرين.,-1
554,sc.19_37_22_39_10,وقال الثعلبي: {ما لكم لا تناصرون}، جواب أبي جهل حين قال في بدر: {نحن جميع منتصر} [القمر: 44].,4
555,sc.19_37_22_39_11,وقرىء: لا تناصرون، بتاء واحدة وبتاءين، وبإدغام إحداهما في الأخرى.,51
556,sc.19_37_22_39_12,{بل هم اليوم مستسلمون}: أي قد أسلم بعضهم بعضاً، وخذله عن عجز، وكل واحد منهم مستسلم غير منتصر.,3
557,sc.19_37_22_39_13,{وأقبل بعضهم على بعض يتساءلون}، قال قتادة: هم جن وإنس، وتساؤلهم على معنى التقريع والندم والسخط.,-1
558,sc.19_37_22_39_14,قالوا: أي قالت الإنس للجن.,14
559,sc.19_37_22_39_15,قال مجاهد، وابن زيد: أو ضعفة الإنس الكفرة لكبرائهم وقادتهم.,-1
560,sc.19_37_22_39_16,و {اليمين}: الجارحة، وليست مرادة هنا.,49
561,sc.19_37_22_39_17,فقيل: استعيرت لجهة الخير، أو للقوة والشدة، أو لجهة الشهوات، أو لجهة التمويه والإغواء وإظهار أنها رشد، أو الحلف.,-1
562,sc.19_37_22_39_18,ولكل من هذه الاستعارات وجه.,76
563,sc.19_37_22_39_19,فأما استعارتها لجهة الخير، فلأن الجارحة أشرف العضوين وأيمنها، وكانوا يتمنون بها حتى في السانح، ويصافحون ويماسخون ويناولون ويزاولون بها أكثر الأمور، ويباشرون بها أفاضل الأشياء، وجعلت لكاتب الحسنات، ولأخذ المؤمن كتابه بها، والشمال بخلاف ذلك.,-1
564,sc.19_37_22_39_20,وأما استعارتها للقوة والشدة، فإنها يقع بها البطش، فالمعنى: أنكم تعروننا بقوتكم وتحملوننا على طريق الضلال.,48
565,sc.19_37_22_39_21,وأما استعارتها لجهة الشهوات، فلأن جهة اليمين هي الجهة الثقيلة من الإنسان وفيها كبده، وجهة شماله فيها قلبه ومكره، وهي أخف، والمنهزم يرجع على شقه الأيسر، إذ هو أخف شقيه.,49
566,sc.19_37_22_39_22,وأما استعارتها لجهة التمويه والإغواء، فكأنهم شبهوا أقوال المغوين بالسوانح التي هي عندهم محمودة، كأن التمويه في إغوائهم أظهر ما يحمدونه.,74
567,sc.19_37_22_39_23,وأما الحلف، فإنهم يحلفون لهم ويأتونهم إتيان المقسمين على حسن ما يتبعونهم فيه.,-1
568,sc.19_37_22_39_24,{قالوا}، أي المخاطبون، إما الجن وإما قادة الكفر: {بل لم تكونوا مؤمنين}: أي لم نقركم على الكفر، بل أنتم من ذواتكم أبيتم الإيمان.,68
569,sc.19_37_22_39_25,وقال الزمخشري: وأعرضتم مع تمكنكم واختباركم، بل كنتم قوماً على الكفر غير ملجئين، وما كان لنا عليكم من تسلط نسلبكم به تمكنكم واختباركم، بل كنتم قوماً مختارين الطغيان.,66
570,sc.19_37_22_39_26,{انتهى.},0
571,sc.19_37_22_39_27,ولفظة التمكن والاختيار ألفاظ المعتزلة جرياً على مذهبهم.,-1
572,sc.19_37_22_39_28,{فحق علينا قول ربنا}: أي لزمنا قول ربنا، أي وعيده لنا بالعذاب.,65
573,sc.19_37_22_39_29,والظاهر أن قوله: {إنا لذائقون}، إخبار منهم أنهم ذائقون العذاب جميعهم، الرؤساء، والأتباع.,65
574,sc.19_37_22_39_30,وقال الزمخشري: فلزمنا قول ربنا: {إنا لذائقون}، يعني وعيد الله بأنا ذائقون لعذابه لا محالة، لعلمه بحالنا واستحقاقنا بها العقوبة.,65
575,sc.19_37_22_39_31,ولو حكى الوعيد كما هو لقال: إنكم لذائقون، ولكنه عدل به إلى لفظ المتكلم، لأنهم متكلمون بذلك عن أنفسهم، ونحوه قول القائل: لقد زعمت هوازن قل مالي ولو حكى قولها لقال: قل مالك، ومنه قول المحلف للحالف: لأخرجن، ولنخرجن الهمزة لحكاية لفظ الحالف، والتاء لإقبال المحلف على الحلف.,74
576,sc.19_37_22_39_32,{انتهى.},0
577,sc.19_37_22_39_33,{فأغويناكم}: دعوناكم إلى الغي، فكانت فيكم قابلية له فغويتم.,54
578,sc.19_37_22_39_34,{إنا كنا غاوين}: فأردنا أن تشاركونا في الغي.,54
579,sc.19_37_22_39_35,{فإنهم يومئذ في العذاب مشتركون}: أي يوم إذ تساؤلوا وتراجعوا في القول، وهذا إخبار منه تعالى، كما اشتركوا في الغي، اشتركوا فيما ترتب عليه من العذاب.,2
580,sc.19_37_22_39_36,{إنا كذلك}: أي مثل هذا الفعل بهؤلاء نفعل بكل مجرم، فيترتب على إجرامه عذابه.,64
581,sc.19_37_22_39_37,ثم أخبر عنهم بأكبر إجرامهم، وهو الشرك بالله، واستكبارهم عن توحيده، وإفراده بالآلهية.,63
